,Account,Amount,Category,Date,Description,Memo,Original Description,Parent Category,Pending,Tags,Type
500,Personal Checking,290,Auto & Transport,2018-08-07,Automatic Debit,,Automatic Debit5,Auto & Transport,False,,Debit
501,CD %%% Account,290,Auto & Transport,2018-08-07,Automatic Debit,,Automatic Debit5,Auto & Transport,False,,Debit
514,CD %%% Account,250,Service Fee,2018-08-04,Service Charge Memo,Memo4,Service Charge4 / Memo4,Fees & Charges,False,,Debit
515,401K Account,250,Investments,2018-08-04,Service Charge Memo,Memo4,Service Charge4 / Memo4,Investments,False,,Debit
516,LOC Loan,250,Service Fee,2018-08-04,Service Charge Memo,Memo4,Service Charge4 / Memo4,Fees & Charges,False,,Debit
517,Home Loan,250,Service Fee,2018-08-04,Service Charge Memo,Memo4,Service Charge4 / Memo4,Fees & Charges,False,,Debit
518,Visa,250,Service Fee,2018-08-04,Service Charge Memo,Memo4,Service Charge4 / Memo4,Fees & Charges,False,,Debit
519,Personal Savings,250,Service Fee,2018-08-04,Service Charge Memo,Memo4,Service Charge4 / Memo4,Fees & Charges,False,,Debit
520,Auto Loan,250,Service Fee,2018-08-04,Service Charge Memo,Memo4,Service Charge4 / Memo4,Fees & Charges,False,,Debit
521,Personal Checking,250,Service Fee,2018-08-04,Service Charge Memo,Memo4,Service Charge4 / Memo4,Fees & Charges,False,,Debit
522,Business Savings,250,Service Fee,2018-08-04,Service Charge Memo,Memo4,Service Charge4 / Memo4,Fees & Charges,False,,Debit
523,Business CheckingBusiness Checking,250,Service Fee,2018-08-04,Service Charge Memo,Memo4,Service Charge4 / Memo4,Fees & Charges,False,,Debit
524,MasterCard,250,Service Fee,2018-08-04,Service Charge Memo,Memo4,Service Charge4 / Memo4,Fees & Charges,False,,Debit
525,4_D_D_Checking Account4_D_D_Checking Account,250,Service Fee,2018-08-04,Service Charge Memo,Memo4,Service Charge4 / Memo4,Fees & Charges,False,,Debit
538,Personal Savings,230,Uncategorized,2018-08-02,Insufficient Funds Charge,,Insufficient Funds Charge4,Uncategorized,False,,Debit
539,Business CheckingBusiness Checking,230,Uncategorized,2018-08-02,Insufficient Funds Charge,,Insufficient Funds Charge4,Uncategorized,False,,Debit
540,MasterCard,230,Uncategorized,2018-08-02,Insufficient Funds Charge,,Insufficient Funds Charge4,Uncategorized,False,,Debit
541,401K Account,230,Investments,2018-08-02,Insufficient Funds Charge,,Insufficient Funds Charge4,Investments,False,,Debit
542,Business Savings,230,Uncategorized,2018-08-02,Insufficient Funds Charge,,Insufficient Funds Charge4,Uncategorized,False,,Debit
543,4_D_D_Checking Account4_D_D_Checking Account,230,Uncategorized,2018-08-02,Insufficient Funds Charge,,Insufficient Funds Charge4,Uncategorized,False,,Debit
544,Visa,230,Uncategorized,2018-08-02,Insufficient Funds Charge,,Insufficient Funds Charge4,Uncategorized,False,,Debit
545,Auto Loan,230,Uncategorized,2018-08-02,Insufficient Funds Charge,,Insufficient Funds Charge4,Uncategorized,False,,Debit
546,LOC Loan,230,Uncategorized,2018-08-02,Insufficient Funds Charge,,Insufficient Funds Charge4,Uncategorized,False,,Debit
547,CD %%% Account,230,Uncategorized,2018-08-02,Insufficient Funds Charge,,Insufficient Funds Charge4,Uncategorized,False,,Debit
548,Personal Checking,230,Uncategorized,2018-08-02,Insufficient Funds Charge,,Insufficient Funds Charge4,Uncategorized,False,,Debit
549,Home Loan,230,Uncategorized,2018-08-02,Insufficient Funds Charge,,Insufficient Funds Charge4,Uncategorized,False,,Debit
550,Business Savings,240,Uncategorized,2018-08-01,Withdrawal5,,Withdrawal5,Uncategorized,False,,Debit
551,401K Account,240,Investments,2018-08-01,Withdrawal5,,Withdrawal5,Investments,False,,Debit
552,MasterCard,240,Uncategorized,2018-08-01,Withdrawal5,,Withdrawal5,Uncategorized,False,,Debit
553,Home Loan,240,Uncategorized,2018-08-01,Withdrawal5,,Withdrawal5,Uncategorized,False,,Debit
554,Auto Loan,240,Uncategorized,2018-08-01,Withdrawal5,,Withdrawal5,Uncategorized,False,,Debit
555,Personal Savings,240,Uncategorized,2018-08-01,Withdrawal5,,Withdrawal5,Uncategorized,False,,Debit
556,CD %%% Account,240,Uncategorized,2018-08-01,Withdrawal5,,Withdrawal5,Uncategorized,False,,Debit
557,LOC Loan,240,Uncategorized,2018-08-01,Withdrawal5,,Withdrawal5,Uncategorized,False,,Debit
558,Visa,240,Uncategorized,2018-08-01,Withdrawal5,,Withdrawal5,Uncategorized,False,,Debit
559,Personal Checking,240,Uncategorized,2018-08-01,#1001,,Withdrawal5,Uncategorized,False,,Debit
560,Business CheckingBusiness Checking,240,Uncategorized,2018-08-01,#1001,,Withdrawal5,Uncategorized,False,,Debit
561,4_D_D_Checking Account4_D_D_Checking Account,240,Uncategorized,2018-08-01,#1001,,Withdrawal5,Uncategorized,False,,Debit
574,Personal Savings,290,Auto & Transport,2018-07-30,Automatic Debit,,Automatic Debit5,Auto & Transport,False,,Debit
575,Visa,290,Auto & Transport,2018-07-30,Automatic Debit,,Automatic Debit5,Auto & Transport,False,,Debit
576,Home Loan,290,Auto & Transport,2018-07-30,Automatic Debit,,Automatic Debit5,Auto & Transport,False,,Debit
577,CD %%% Account,290,Auto & Transport,2018-07-30,Automatic Debit,,Automatic Debit5,Auto & Transport,False,,Debit
578,Personal Checking,290,Auto & Transport,2018-07-30,Automatic Debit,,Automatic Debit5,Auto & Transport,False,,Debit
579,Business CheckingBusiness Checking,290,Auto & Transport,2018-07-30,Automatic Debit,,Automatic Debit5,Auto & Transport,False,,Debit
580,LOC Loan,290,Auto & Transport,2018-07-30,Automatic Debit,,Automatic Debit5,Auto & Transport,False,,Debit
581,4_D_D_Checking Account4_D_D_Checking Account,290,Auto & Transport,2018-07-30,Automatic Debit,,Automatic Debit5,Auto & Transport,False,,Debit
582,Auto Loan,290,Auto & Transport,2018-07-30,Automatic Debit,,Automatic Debit5,Auto & Transport,False,,Debit
583,401K Account,290,Investments,2018-07-30,Automatic Debit,,Automatic Debit5,Investments,False,,Debit
584,Business Savings,290,Auto & Transport,2018-07-30,Automatic Debit,,Automatic Debit5,Auto & Transport,False,,Debit
585,MasterCard,290,Auto & Transport,2018-07-30,Automatic Debit,,Automatic Debit5,Auto & Transport,False,,Debit
586,Personal Checking,250,Service Fee,2018-07-27,Service Charge Memo,Memo4,Service Charge4 / Memo4,Fees & Charges,False,,Debit
587,LOC Loan,250,Service Fee,2018-07-27,Service Charge Memo,Memo4,Service Charge4 / Memo4,Fees & Charges,False,,Debit
588,401K Account,250,Investments,2018-07-27,Service Charge Memo,Memo4,Service Charge4 / Memo4,Investments,False,,Debit
589,Auto Loan,250,Service Fee,2018-07-27,Service Charge Memo,Memo4,Service Charge4 / Memo4,Fees & Charges,False,,Debit
590,CD %%% Account,250,Service Fee,2018-07-27,Service Charge Memo,Memo4,Service Charge4 / Memo4,Fees & Charges,False,,Debit
591,Home Loan,250,Service Fee,2018-07-27,Service Charge Memo,Memo4,Service Charge4 / Memo4,Fees & Charges,False,,Debit
592,Personal Savings,250,Service Fee,2018-07-27,Service Charge Memo,Memo4,Service Charge4 / Memo4,Fees & Charges,False,,Debit
593,Business CheckingBusiness Checking,250,Service Fee,2018-07-27,Service Charge Memo,Memo4,Service Charge4 / Memo4,Fees & Charges,False,,Debit
594,Business Savings,250,Service Fee,2018-07-27,Service Charge Memo,Memo4,Service Charge4 / Memo4,Fees & Charges,False,,Debit
595,Visa,250,Service Fee,2018-07-27,Service Charge Memo,Memo4,Service Charge4 / Memo4,Fees & Charges,False,,Debit
606,CD %%% Account,230,Uncategorized,2018-07-25,Insufficient Funds Charge,,Insufficient Funds Charge4,Uncategorized,False,,Debit
607,Business Savings,230,Uncategorized,2018-07-25,Insufficient Funds Charge,,Insufficient Funds Charge4,Uncategorized,False,,Debit
608,Auto Loan,230,Uncategorized,2018-07-25,Insufficient Funds Charge,,Insufficient Funds Charge4,Uncategorized,False,,Debit
609,Visa,230,Uncategorized,2018-07-25,Insufficient Funds Charge,,Insufficient Funds Charge4,Uncategorized,False,,Debit
610,Business CheckingBusiness Checking,230,Uncategorized,2018-07-25,Insufficient Funds Charge,,Insufficient Funds Charge4,Uncategorized,False,,Debit
611,Personal Checking,230,Uncategorized,2018-07-25,Insufficient Funds Charge,,Insufficient Funds Charge4,Uncategorized,False,,Debit
612,LOC Loan,230,Uncategorized,2018-07-25,Insufficient Funds Charge,,Insufficient Funds Charge4,Uncategorized,False,,Debit
613,Home Loan,230,Uncategorized,2018-07-25,Insufficient Funds Charge,,Insufficient Funds Charge4,Uncategorized,False,,Debit
614,401K Account,230,Investments,2018-07-25,Insufficient Funds Charge,,Insufficient Funds Charge4,Investments,False,,Debit
615,Personal Savings,230,Uncategorized,2018-07-25,Insufficient Funds Charge,,Insufficient Funds Charge4,Uncategorized,False,,Debit
616,Personal Checking,240,Uncategorized,2018-07-24,#1001,,Withdrawal5,Uncategorized,False,,Debit
617,Business CheckingBusiness Checking,240,Uncategorized,2018-07-24,#1001,,Withdrawal5,Uncategorized,False,,Debit
618,CD %%% Account,240,Uncategorized,2018-07-24,Withdrawal5,,Withdrawal5,Uncategorized,False,,Debit
619,Personal Savings,240,Uncategorized,2018-07-24,Withdrawal5,,Withdrawal5,Uncategorized,False,,Debit
620,Home Loan,240,Uncategorized,2018-07-24,Withdrawal5,,Withdrawal5,Uncategorized,False,,Debit
621,Visa,240,Uncategorized,2018-07-24,Withdrawal5,,Withdrawal5,Uncategorized,False,,Debit
622,401K Account,240,Investments,2018-07-24,Withdrawal5,,Withdrawal5,Investments,False,,Debit
623,Auto Loan,240,Uncategorized,2018-07-24,Withdrawal5,,Withdrawal5,Uncategorized,False,,Debit
624,Business Savings,240,Uncategorized,2018-07-24,Withdrawal5,,Withdrawal5,Uncategorized,False,,Debit
625,LOC Loan,240,Uncategorized,2018-07-24,Withdrawal5,,Withdrawal5,Uncategorized,False,,Debit
636,401K Account,290,Investments,2018-07-22,Automatic Debit,,Automatic Debit5,Investments,False,,Debit
637,Business CheckingBusiness Checking,290,Auto & Transport,2018-07-22,Automatic Debit,,Automatic Debit5,Auto & Transport,False,,Debit
638,Auto Loan,290,Auto & Transport,2018-07-22,Automatic Debit,,Automatic Debit5,Auto & Transport,False,,Debit
639,Business Savings,290,Auto & Transport,2018-07-22,Automatic Debit,,Automatic Debit5,Auto & Transport,False,,Debit
640,Personal Savings,290,Auto & Transport,2018-07-22,Automatic Debit,,Automatic Debit5,Auto & Transport,False,,Debit
641,LOC Loan,290,Auto & Transport,2018-07-22,Automatic Debit,,Automatic Debit5,Auto & Transport,False,,Debit
642,Home Loan,290,Auto & Transport,2018-07-22,Automatic Debit,,Automatic Debit5,Auto & Transport,False,,Debit
643,Visa,290,Auto & Transport,2018-07-22,Automatic Debit,,Automatic Debit5,Auto & Transport,False,,Debit
644,Personal Checking,290,Auto & Transport,2018-07-22,Automatic Debit,,Automatic Debit5,Auto & Transport,False,,Debit
645,CD %%% Account,290,Auto & Transport,2018-07-22,Automatic Debit,,Automatic Debit5,Auto & Transport,False,,Debit
656,Business CheckingBusiness Checking,300,Uncategorized,2018-07-19,Insufficient Funds Charge,,Insufficient Funds Charge5,Uncategorized,False,,Debit
657,Personal Checking,300,Uncategorized,2018-07-19,Insufficient Funds Charge,,Insufficient Funds Charge5,Uncategorized,False,,Debit
658,Personal Savings,300,Uncategorized,2018-07-19,Insufficient Funds Charge,,Insufficient Funds Charge5,Uncategorized,False,,Debit
659,Home Loan,300,Uncategorized,2018-07-19,Insufficient Funds Charge,,Insufficient Funds Charge5,Uncategorized,False,,Debit
660,Auto Loan,300,Uncategorized,2018-07-19,Insufficient Funds Charge,,Insufficient Funds Charge5,Uncategorized,False,,Debit
661,Visa,300,Uncategorized,2018-07-19,Insufficient Funds Charge,,Insufficient Funds Charge5,Uncategorized,False,,Debit
662,CD %%% Account,300,Uncategorized,2018-07-19,Insufficient Funds Charge,,Insufficient Funds Charge5,Uncategorized,False,,Debit
663,LOC Loan,300,Uncategorized,2018-07-19,Insufficient Funds Charge,,Insufficient Funds Charge5,Uncategorized,False,,Debit
664,401K Account,300,Investments,2018-07-19,Insufficient Funds Charge,,Insufficient Funds Charge5,Investments,False,,Debit
665,Business Savings,300,Uncategorized,2018-07-19,Insufficient Funds Charge,,Insufficient Funds Charge5,Uncategorized,False,,Debit
666,401K Account,330,Investments,2018-07-18,Withdrawal6,,Withdrawal6,Investments,False,,Debit
667,Personal Savings,330,Uncategorized,2018-07-18,Withdrawal6,,Withdrawal6,Uncategorized,False,,Debit
668,Business CheckingBusiness Checking,330,Uncategorized,2018-07-18,Withdrawal6,,Withdrawal6,Uncategorized,False,,Debit
669,CD %%% Account,330,Uncategorized,2018-07-18,Withdrawal6,,Withdrawal6,Uncategorized,False,,Debit
670,Home Loan,330,Uncategorized,2018-07-18,Withdrawal6,,Withdrawal6,Uncategorized,False,,Debit
671,LOC Loan,330,Uncategorized,2018-07-18,Withdrawal6,,Withdrawal6,Uncategorized,False,,Debit
672,4_D_D_Checking Account4_D_D_Checking Account,330,Uncategorized,2018-07-18,Withdrawal6,,Withdrawal6,Uncategorized,False,,Debit
673,Auto Loan,330,Uncategorized,2018-07-18,Withdrawal6,,Withdrawal6,Uncategorized,False,,Debit
674,Visa,330,Uncategorized,2018-07-18,Withdrawal6,,Withdrawal6,Uncategorized,False,,Debit
675,MasterCard,330,Uncategorized,2018-07-18,Withdrawal6,,Withdrawal6,Uncategorized,False,,Debit
676,Personal Checking,330,Uncategorized,2018-07-18,Withdrawal6,,Withdrawal6,Uncategorized,False,,Debit
677,Business Savings,330,Uncategorized,2018-07-18,Withdrawal6,,Withdrawal6,Uncategorized,False,,Debit
690,401K Account,350,Investments,2018-07-16,Automatic Debit,,Automatic Debit6,Investments,False,,Debit
691,Business Savings,350,Auto & Transport,2018-07-16,Automatic Debit,,Automatic Debit6,Auto & Transport,False,,Debit
692,Auto Loan,350,Auto & Transport,2018-07-16,Automatic Debit,,Automatic Debit6,Auto & Transport,False,,Debit
693,MasterCard,350,Auto & Transport,2018-07-16,Automatic Debit,,Automatic Debit6,Auto & Transport,False,,Debit
694,Personal Savings,350,Auto & Transport,2018-07-16,Automatic Debit,,Automatic Debit6,Auto & Transport,False,,Debit
695,Personal Checking,350,Auto & Transport,2018-07-16,Automatic Debit,,Automatic Debit6,Auto & Transport,False,,Debit
696,LOC Loan,350,Auto & Transport,2018-07-16,Automatic Debit,,Automatic Debit6,Auto & Transport,False,,Debit
697,Business CheckingBusiness Checking,350,Auto & Transport,2018-07-16,Automatic Debit,,Automatic Debit6,Auto & Transport,False,,Debit
698,Home Loan,350,Auto & Transport,2018-07-16,Automatic Debit,,Automatic Debit6,Auto & Transport,False,,Debit
699,CD %%% Account,350,Auto & Transport,2018-07-16,Automatic Debit,,Automatic Debit6,Auto & Transport,False,,Debit
700,4_D_D_Checking Account4_D_D_Checking Account,350,Auto & Transport,2018-07-16,Automatic Debit,,Automatic Debit6,Auto & Transport,False,,Debit
701,Visa,350,Auto & Transport,2018-07-16,Automatic Debit,,Automatic Debit6,Auto & Transport,False,,Debit
702,401K Account,310,Investments,2018-07-15,Service Charge,,Service Charge6,Investments,False,,Debit
703,Business Savings,310,Service Fee,2018-07-15,Service Charge,,Service Charge6,Fees & Charges,False,,Debit
704,MasterCard,310,Service Fee,2018-07-15,Service Charge,,Service Charge6,Fees & Charges,False,,Debit
705,Home Loan,310,Service Fee,2018-07-15,Service Charge,,Service Charge6,Fees & Charges,False,,Debit
706,Auto Loan,310,Service Fee,2018-07-15,Service Charge,,Service Charge6,Fees & Charges,False,,Debit
707,Personal Savings,310,Service Fee,2018-07-15,Service Charge,,Service Charge6,Fees & Charges,False,,Debit
708,CD %%% Account,310,Service Fee,2018-07-15,Service Charge,,Service Charge6,Fees & Charges,False,,Debit
709,LOC Loan,310,Service Fee,2018-07-15,Service Charge,,Service Charge6,Fees & Charges,False,,Debit
710,Visa,310,Service Fee,2018-07-15,Service Charge,,Service Charge6,Fees & Charges,False,,Debit
711,Personal Checking,310,Service Fee,2018-07-15,Service Charge #8,,Service Charge6,Fees & Charges,False,,Debit
712,Business CheckingBusiness Checking,310,Service Fee,2018-07-15,Service Charge #8,,Service Charge6,Fees & Charges,False,,Debit
713,4_D_D_Checking Account4_D_D_Checking Account,310,Service Fee,2018-07-15,Service Charge #8,,Service Charge6,Fees & Charges,False,,Debit
726,Personal Checking,380,Uncategorized,2018-07-13,Insufficient Funds Charge Memo,Memo6,Insufficient Funds Charge6 / Memo6,Uncategorized,False,,Debit
727,4_D_D_Checking Account4_D_D_Checking Account,380,Uncategorized,2018-07-13,Insufficient Funds Charge Memo,Memo6,Insufficient Funds Charge6 / Memo6,Uncategorized,False,,Debit
728,Business Savings,380,Uncategorized,2018-07-13,Insufficient Funds Charge Memo,Memo6,Insufficient Funds Charge6 / Memo6,Uncategorized,False,,Debit
729,MasterCard,380,Uncategorized,2018-07-13,Insufficient Funds Charge Memo,Memo6,Insufficient Funds Charge6 / Memo6,Uncategorized,False,,Debit
730,401K Account,380,Investments,2018-07-13,Insufficient Funds Charge Memo,Memo6,Insufficient Funds Charge6 / Memo6,Investments,False,,Debit
731,CD %%% Account,380,Uncategorized,2018-07-13,Insufficient Funds Charge Memo,Memo6,Insufficient Funds Charge6 / Memo6,Uncategorized,False,,Debit
732,Auto Loan,380,Uncategorized,2018-07-13,Insufficient Funds Charge Memo,Memo6,Insufficient Funds Charge6 / Memo6,Uncategorized,False,,Debit
733,Business CheckingBusiness Checking,380,Uncategorized,2018-07-13,Insufficient Funds Charge Memo,Memo6,Insufficient Funds Charge6 / Memo6,Uncategorized,False,,Debit
734,Personal Savings,380,Uncategorized,2018-07-13,Insufficient Funds Charge Memo,Memo6,Insufficient Funds Charge6 / Memo6,Uncategorized,False,,Debit
735,Home Loan,380,Uncategorized,2018-07-13,Insufficient Funds Charge Memo,Memo6,Insufficient Funds Charge6 / Memo6,Uncategorized,False,,Debit
736,Visa,380,Uncategorized,2018-07-13,Insufficient Funds Charge Memo,Memo6,Insufficient Funds Charge6 / Memo6,Uncategorized,False,,Debit
737,LOC Loan,380,Uncategorized,2018-07-13,Insufficient Funds Charge Memo,Memo6,Insufficient Funds Charge6 / Memo6,Uncategorized,False,,Debit
738,MasterCard,360,Uncategorized,2018-07-12,Withdrawal7,,Withdrawal7,Uncategorized,False,,Debit
739,401K Account,360,Investments,2018-07-12,Withdrawal7,,Withdrawal7,Investments,False,,Debit
740,Home Loan,360,Uncategorized,2018-07-12,Withdrawal7,,Withdrawal7,Uncategorized,False,,Debit
741,Business Savings,360,Uncategorized,2018-07-12,Withdrawal7,,Withdrawal7,Uncategorized,False,,Debit
742,LOC Loan,360,Uncategorized,2018-07-12,Withdrawal7,,Withdrawal7,Uncategorized,False,,Debit
743,CD %%% Account,360,Uncategorized,2018-07-12,Withdrawal7,,Withdrawal7,Uncategorized,False,,Debit
744,Personal Savings,360,Uncategorized,2018-07-12,Withdrawal7,,Withdrawal7,Uncategorized,False,,Debit
745,Personal Checking,360,Uncategorized,2018-07-12,Withdrawal7,,Withdrawal7,Uncategorized,False,,Debit
746,4_D_D_Checking Account4_D_D_Checking Account,360,Uncategorized,2018-07-12,Withdrawal7,,Withdrawal7,Uncategorized,False,,Debit
747,Auto Loan,360,Uncategorized,2018-07-12,Withdrawal7,,Withdrawal7,Uncategorized,False,,Debit
748,Visa,360,Uncategorized,2018-07-12,Withdrawal7,,Withdrawal7,Uncategorized,False,,Debit
749,Business CheckingBusiness Checking,360,Uncategorized,2018-07-12,Withdrawal7,,Withdrawal7,Uncategorized,False,,Debit
750,CD %%% Account,350,Auto & Transport,2018-07-10,Automatic Debit,,Automatic Debit7,Auto & Transport,False,,Debit
751,Personal Savings,350,Auto & Transport,2018-07-10,Automatic Debit,,Automatic Debit7,Auto & Transport,False,,Debit
752,401K Account,350,Investments,2018-07-10,Automatic Debit,,Automatic Debit7,Investments,False,,Debit
753,MasterCard,350,Auto & Transport,2018-07-10,Automatic Debit,,Automatic Debit7,Auto & Transport,False,,Debit
754,Business CheckingBusiness Checking,350,Auto & Transport,2018-07-10,Automatic Debit,,Automatic Debit7,Auto & Transport,False,,Debit
755,LOC Loan,350,Auto & Transport,2018-07-10,Automatic Debit,,Automatic Debit7,Auto & Transport,False,,Debit
756,Auto Loan,350,Auto & Transport,2018-07-10,Automatic Debit,,Automatic Debit7,Auto & Transport,False,,Debit
757,Home Loan,350,Auto & Transport,2018-07-10,Automatic Debit,,Automatic Debit7,Auto & Transport,False,,Debit
758,Personal Checking,350,Auto & Transport,2018-07-10,Automatic Debit,,Automatic Debit7,Auto & Transport,False,,Debit
759,Visa,350,Auto & Transport,2018-07-10,Automatic Debit,,Automatic Debit7,Auto & Transport,False,,Debit
760,Business Savings,350,Auto & Transport,2018-07-10,Automatic Debit,,Automatic Debit7,Auto & Transport,False,,Debit
761,4_D_D_Checking Account4_D_D_Checking Account,350,Auto & Transport,2018-07-10,Automatic Debit,,Automatic Debit7,Auto & Transport,False,,Debit
762,Visa,390,Service Fee,2018-07-09,Service Charge,,Service Charge7,Fees & Charges,False,,Debit
763,Personal Savings,390,Service Fee,2018-07-09,Service Charge,,Service Charge7,Fees & Charges,False,,Debit
764,Business CheckingBusiness Checking,390,Service Fee,2018-07-09,Service Charge,,Service Charge7,Fees & Charges,False,,Debit
765,Home Loan,390,Service Fee,2018-07-09,Service Charge,,Service Charge7,Fees & Charges,False,,Debit
766,Business Savings,390,Service Fee,2018-07-09,Service Charge,,Service Charge7,Fees & Charges,False,,Debit
767,CD %%% Account,390,Service Fee,2018-07-09,Service Charge,,Service Charge7,Fees & Charges,False,,Debit
768,4_D_D_Checking Account4_D_D_Checking Account,390,Service Fee,2018-07-09,Service Charge,,Service Charge7,Fees & Charges,False,,Debit
769,401K Account,390,Investments,2018-07-09,Service Charge,,Service Charge7,Investments,False,,Debit
770,Auto Loan,390,Service Fee,2018-07-09,Service Charge,,Service Charge7,Fees & Charges,False,,Debit
771,Personal Checking,390,Service Fee,2018-07-09,Service Charge,,Service Charge7,Fees & Charges,False,,Debit
772,MasterCard,390,Service Fee,2018-07-09,Service Charge,,Service Charge7,Fees & Charges,False,,Debit
773,LOC Loan,390,Service Fee,2018-07-09,Service Charge,,Service Charge7,Fees & Charges,False,,Debit
786,Home Loan,460,Uncategorized,2018-07-07,Insufficient Funds Charge,,Insufficient Funds Charge7,Uncategorized,False,,Debit
787,MasterCard,460,Uncategorized,2018-07-07,Insufficient Funds Charge,,Insufficient Funds Charge7,Uncategorized,False,,Debit
788,Personal Savings,460,Uncategorized,2018-07-07,Insufficient Funds Charge,,Insufficient Funds Charge7,Uncategorized,False,,Debit
789,LOC Loan,460,Uncategorized,2018-07-07,Insufficient Funds Charge,,Insufficient Funds Charge7,Uncategorized,False,,Debit
790,Auto Loan,460,Uncategorized,2018-07-07,Insufficient Funds Charge,,Insufficient Funds Charge7,Uncategorized,False,,Debit
791,Business CheckingBusiness Checking,460,Uncategorized,2018-07-07,Insufficient Funds Charge,,Insufficient Funds Charge7,Uncategorized,False,,Debit
792,4_D_D_Checking Account4_D_D_Checking Account,460,Uncategorized,2018-07-07,Insufficient Funds Charge,,Insufficient Funds Charge7,Uncategorized,False,,Debit
793,Visa,460,Uncategorized,2018-07-07,Insufficient Funds Charge,,Insufficient Funds Charge7,Uncategorized,False,,Debit
794,CD %%% Account,460,Uncategorized,2018-07-07,Insufficient Funds Charge,,Insufficient Funds Charge7,Uncategorized,False,,Debit
795,Business Savings,460,Uncategorized,2018-07-07,Insufficient Funds Charge,,Insufficient Funds Charge7,Uncategorized,False,,Debit
796,401K Account,460,Investments,2018-07-07,Insufficient Funds Charge,,Insufficient Funds Charge7,Investments,False,,Debit
797,Personal Checking,460,Uncategorized,2018-07-07,Insufficient Funds Charge,,Insufficient Funds Charge7,Uncategorized,False,,Debit
798,Personal Checking,410,Uncategorized,2018-07-06,Withdrawal8,,Withdrawal8,Uncategorized,False,,Debit
799,Visa,410,Uncategorized,2018-07-06,Withdrawal8,,Withdrawal8,Uncategorized,False,,Debit
800,Home Loan,410,Uncategorized,2018-07-06,Withdrawal8,,Withdrawal8,Uncategorized,False,,Debit
801,Business Savings,410,Uncategorized,2018-07-06,Withdrawal8,,Withdrawal8,Uncategorized,False,,Debit
802,Personal Savings,410,Uncategorized,2018-07-06,Withdrawal8,,Withdrawal8,Uncategorized,False,,Debit
803,Business CheckingBusiness Checking,410,Uncategorized,2018-07-06,Withdrawal8,,Withdrawal8,Uncategorized,False,,Debit
804,MasterCard,410,Uncategorized,2018-07-06,Withdrawal8,,Withdrawal8,Uncategorized,False,,Debit
805,CD %%% Account,410,Uncategorized,2018-07-06,Withdrawal8,,Withdrawal8,Uncategorized,False,,Debit
806,401K Account,410,Investments,2018-07-06,Withdrawal8,,Withdrawal8,Investments,False,,Debit
807,Auto Loan,410,Uncategorized,2018-07-06,Withdrawal8,,Withdrawal8,Uncategorized,False,,Debit
808,4_D_D_Checking Account4_D_D_Checking Account,410,Uncategorized,2018-07-06,Withdrawal8,,Withdrawal8,Uncategorized,False,,Debit
809,LOC Loan,410,Uncategorized,2018-07-06,Withdrawal8,,Withdrawal8,Uncategorized,False,,Debit
822,Personal Checking,470,Auto & Transport,2018-07-04,Automatic Debit,,Automatic Debit8,Auto & Transport,False,,Debit
823,Business Savings,470,Auto & Transport,2018-07-04,Automatic Debit,,Automatic Debit8,Auto & Transport,False,,Debit
824,Home Loan,470,Auto & Transport,2018-07-04,Automatic Debit,,Automatic Debit8,Auto & Transport,False,,Debit
825,Auto Loan,470,Auto & Transport,2018-07-04,Automatic Debit,,Automatic Debit8,Auto & Transport,False,,Debit
826,4_D_D_Checking Account4_D_D_Checking Account,470,Auto & Transport,2018-07-04,Automatic Debit,,Automatic Debit8,Auto & Transport,False,,Debit
827,Personal Savings,470,Auto & Transport,2018-07-04,Automatic Debit,,Automatic Debit8,Auto & Transport,False,,Debit
828,Visa,470,Auto & Transport,2018-07-04,Automatic Debit,,Automatic Debit8,Auto & Transport,False,,Debit
829,CD %%% Account,470,Auto & Transport,2018-07-04,Automatic Debit,,Automatic Debit8,Auto & Transport,False,,Debit
830,Business CheckingBusiness Checking,470,Auto & Transport,2018-07-04,Automatic Debit,,Automatic Debit8,Auto & Transport,False,,Debit
831,401K Account,470,Investments,2018-07-04,Automatic Debit,,Automatic Debit8,Investments,False,,Debit
832,MasterCard,470,Auto & Transport,2018-07-04,Automatic Debit,,Automatic Debit8,Auto & Transport,False,,Debit
833,LOC Loan,470,Auto & Transport,2018-07-04,Automatic Debit,,Automatic Debit8,Auto & Transport,False,,Debit
834,401K Account,440,Investments,2018-07-03,Service Charge,,Service Charge8,Investments,False,,Debit
835,Personal Savings,440,Service Fee,2018-07-03,Service Charge,,Service Charge8,Fees & Charges,False,,Debit
836,Home Loan,440,Service Fee,2018-07-03,Service Charge,,Service Charge8,Fees & Charges,False,,Debit
837,Auto Loan,440,Service Fee,2018-07-03,Service Charge,,Service Charge8,Fees & Charges,False,,Debit
838,Visa,440,Service Fee,2018-07-03,Service Charge,,Service Charge8,Fees & Charges,False,,Debit
839,MasterCard,440,Service Fee,2018-07-03,Service Charge,,Service Charge8,Fees & Charges,False,,Debit
840,Personal Checking,440,Service Fee,2018-07-03,Service Charge,,Service Charge8,Fees & Charges,False,,Debit
841,Business CheckingBusiness Checking,440,Service Fee,2018-07-03,Service Charge,,Service Charge8,Fees & Charges,False,,Debit
842,4_D_D_Checking Account4_D_D_Checking Account,440,Service Fee,2018-07-03,Service Charge,,Service Charge8,Fees & Charges,False,,Debit
843,LOC Loan,440,Service Fee,2018-07-03,Service Charge,,Service Charge8,Fees & Charges,False,,Debit
